new_age_group,date,confirmed_cases,new_confirmed_cases
0-19,2022-06-05,4559545,2019
0-19,2022-06-06,4560674,1129
0-19,2022-06-07,4562062,1388
0-19,2022-06-08,4564831,2769
0-19,2022-06-09,4567276,2445
0-19,2022-06-10,4569192,1916
0-19,2022-06-11,4570856,1664
0-19,2022-06-12,4572426,1570
0-19,2022-06-13,4573354,928
0-19,2022-06-14,4575519,2165
0-19,2022-06-15,4577385,1866
0-19,2022-06-16,4578980,1595
0-19,2022-06-17,4580432,1452
0-19,2022-06-18,4581817,1385
0-19,2022-06-19,4583057,1240
0-19,2022-06-20,4583904,847
0-19,2022-06-21,4585806,1902
0-19,2022-06-22,4587599,1793
0-19,2022-06-23,4589127,1528
0-19,2022-06-24,4590489,1362
0-19,2022-06-25,4591893,1404
0-19,2022-06-26,4593176,1283
0-19,2022-06-27,4593905,729
0-19,2022-06-28,4595946,2041
0-19,2022-06-29,4597875,1929
0-19,2022-06-30,4599739,1864
0-19,2022-07-01,4601628,1889
0-19,2022-07-02,4603872,2244
0-19,2022-07-03,13818117,2167
0-19,2022-07-04,4607625,1586
0-19,2022-07-05,4611647,4022
0-19,2022-07-06,4615812,4165
0-19,2022-07-07,4619774,3962
0-19,2022-07-08,4624164,4390
0-19,2022-07-09,4629071,4907
0-19,2022-07-10,4633965,4894
0-19,2022-07-11,4637495,3530
0-19,2022-07-12,4646982,9487
0-19,2022-07-13,4656713,9731
0-19,2022-07-14,4666084,9371
0-19,2022-07-15,4675953,9869
0-19,2022-07-16,4686820,10867
0-19,2022-07-17,4697347,10527
0-19,2022-07-18,4705975,8628
0-19,2022-07-19,4726415,20440
0-19,2022-07-20,4745326,18911
0-19,2022-07-21,4761560,16234
0-19,2022-07-22,4777834,16274
0-19,2022-07-23,4794372,16538
0-19,2022-07-24,4810429,16057
0-19,2022-07-25,4820219,9790
0-19,2022-07-26,4841712,21493
0-19,2022-07-27,4861692,19980
0-19,2022-07-28,4879524,17832
0-19,2022-07-29,4896357,16833
0-19,2022-07-30,4912202,15845
0-19,2022-07-31,4925836,13634
0-19,2022-08-01,4936010,10174
0-19,2022-08-02,4954991,18981
0-19,2022-08-03,4975813,20822
0-19,2022-08-04,4994295,18482
0-19,2022-08-05,5015201,20906
0-19,2022-08-06,10070898,20248
0-19,2022-08-07,5054640,19191
0-19,2022-08-08,5065552,10912
0-19,2022-08-09,5090137,24585
0-19,2022-08-10,5115967,25830
0-19,2022-08-11,5140532,24565
0-19,2022-08-12,5163708,23176
0-19,2022-08-13,5186688,22980
0-19,2022-08-14,5209841,23153
0-19,2022-08-15,5223384,13543
0-19,2022-08-16,5239691,16307
0-19,2022-08-17,5270191,30500
0-19,2022-08-18,5303596,33405
0-19,2022-08-19,5329725,26129
0-19,2022-08-20,5355865,26140
0-19,2022-08-21,5377767,21902
0-19,2022-08-22,5392020,14253
0-19,2022-08-23,5423799,31779
0-19,2022-08-24,5451986,28187
0-19,2022-08-25,5474370,22384
0-19,2022-08-26,5495693,21323
0-19,2022-08-27,5516545,20852
0-19,2022-08-28,5534549,18004
0-19,2022-08-29,5545749,11200
0-19,2022-08-30,5572460,26711
0-19,2022-08-31,5593772,21312
0-19,2022-09-01,5608598,14826
0-19,2022-09-02,5630050,21452
0-19,2022-09-03,5647982,17932
0-19,2022-09-04,11327602,15819
0-19,2022-09-05,5673718,9917
0-19,2022-09-06,5697075,23357
0-19,2022-09-07,5714860,17785
0-19,2022-09-08,5729828,14968
0-19,2022-09-09,5744365,14537
0-19,2022-09-10,11506668,8969
0-19,2022-09-11,5759095,5761
0-19,2022-09-12,5767289,8194
0-19,2022-09-13,5779983,12694
0-19,2022-09-14,5799501,19518
0-19,2022-09-15,5813593,14092
0-19,2022-09-16,5823524,9931
0-19,2022-09-17,5832260,8736
0-19,2022-09-18,5839180,6920
0-19,2022-09-19,5843708,4528
0-19,2022-09-20,5854265,10557
0-19,2022-09-21,5862490,8225
0-19,2022-09-22,5868899,6409
0-19,2022-09-23,5874689,5790
0-19,2022-09-24,5880815,6126
0-19,2022-09-25,5885863,5048
0-19,2022-09-26,5889241,3378
0-19,2022-09-27,5897585,8344
0-19,2022-09-28,5904610,7025
0-19,2022-09-29,11820558,5669
0-19,2022-09-30,5915959,5680
0-19,2022-10-01,11842550,5316
0-19,2022-10-02,5925798,4523
0-19,2022-10-03,5928548,2750
0-19,2022-10-04,11864354,3629
0-19,2022-10-05,5938889,6712
0-19,2022-10-06,5943885,4996
0-19,2022-10-07,5947997,4112
0-19,2022-10-08,5951509,3512
0-19,2022-10-09,5954665,3156
0-19,2022-10-10,5956617,1952
0-19,2022-10-11,5959696,3079
0-19,2022-10-12,5965528,5832
0-19,2022-10-13,5970373,4845
0-19,2022-10-14,5974575,4202
0-19,2022-10-15,5978710,4135
0-19,2022-10-16,5982522,3812
0-19,2022-10-17,5984861,2339
0-19,2022-10-18,11982724,6501
0-19,2022-10-19,5996620,5258
0-19,2022-10-20,6000881,4261
0-19,2022-10-21,6005330,4449
0-19,2022-10-22,6010217,4887
0-19,2022-10-23,6014910,4693
0-19,2022-10-24,12036050,3115
0-19,2022-10-25,12053692,8821
0-19,2022-10-26,6034313,7467
0-19,2022-10-27,6040484,6171
0-19,2022-10-28,6047047,6563
0-19,2022-10-29,6053992,6945
0-19,2022-10-30,6060154,6162
0-19,2022-10-31,12124417,4109
0-19,2022-11-01,12152072,14298
0-19,2022-11-02,12171964,9946
0-19,2022-11-03,6094016,8034
0-19,2022-11-04,6101802,7786
0-19,2022-11-05,6109211,7409
0-19,2022-11-06,6115614,6403
0-19,2022-11-07,6119514,3900
0-19,2022-11-08,6131476,11962
0-19,2022-11-09,6142558,11082
0-19,2022-11-10,6151897,9339
0-19,2022-11-11,6161434,9537
0-19,2022-11-12,6170949,9515
0-19,2022-11-13,6179306,8357
0-19,2022-11-14,6184201,4895
0-19,2022-11-15,6197402,13201
0-19,2022-11-16,6208547,11145
0-19,2022-11-17,6217543,8996
0-19,2022-11-18,6225322,7779
0-19,2022-11-19,6233861,8539
0-19,2022-11-20,6241272,7411
0-19,2022-11-21,6245908,4636
0-19,2022-11-22,6258567,12659
0-19,2022-11-23,6270101,11534
0-19,2022-11-24,6279738,9637
0-19,2022-11-25,6288984,9246
0-19,2022-11-26,6298346,9362
0-19,2022-11-27,6306394,8048
0-19,2022-11-28,6310991,4597
0-19,2022-11-29,6324701,13710
0-19,2022-11-30,12673386,11992
0-19,2022-12-01,6346541,9848
0-19,2022-12-02,6356045,9504
0-19,2022-12-03,6365651,9606
0-19,2022-12-04,6373961,8310
0-19,2022-12-05,6378798,4837
0-19,2022-12-06,6393751,14953
0-19,2022-12-07,6407160,13409
0-19,2022-12-08,12837580,11630
0-19,2022-12-09,12860004,11212
0-19,2022-12-10,6441287,11285
0-19,2022-12-11,6450821,9534
0-19,2022-12-12,6456156,5335
0-19,2022-12-13,6472014,15858
0-19,2022-12-14,6486659,14645
0-19,2022-12-15,6498610,11951
0-19,2022-12-16,6510036,11426
0-19,2022-12-17,6521770,11734
0-19,2022-12-18,6531802,10032
0-19,2022-12-19,6537068,5266
0-19,2022-12-20,6553059,15991
0-19,2022-12-21,6568039,14980
0-19,2022-12-22,6580743,12704
0-19,2022-12-23,6592434,11691
0-19,2022-12-24,6603843,11409
0-19,2022-12-25,6613838,9995
0-19,2022-12-26,6618708,4870
0-19,2022-12-27,6634482,15774
0-19,2022-12-28,6649881,15399
0-19,2022-12-29,6662296,12415
0-19,2022-12-30,6673337,11041
0-19,2022-12-31,6683511,10174
0-19,2023-01-01,6692396,8885
0-19,2023-01-02,13392786,3997
0-19,2023-01-03,6708249,11856
0-19,2023-01-04,6719436,11187
0-19,2023-01-05,6728939,9503
0-19,2023-01-06,13474712,8417
0-19,2023-01-07,6744865,7509
0-19,2023-01-08,6751544,6679
0-19,2023-01-09,6754824,3280
0-19,2023-01-10,6762567,7743
0-19,2023-01-11,13539238,7052
0-19,2023-01-12,13551042,5902
0-19,2023-01-13,6780841,5320
0-19,2023-01-14,20356512,4663
0-19,2023-01-15,6789690,4186
0-19,2023-01-16,6791833,2143
0-19,2023-01-17,6796637,4804
0-19,2023-01-18,6801098,4461
0-19,2023-01-19,6805023,3925
0-19,2023-01-20,6808548,3525
0-19,2023-01-21,6812020,3472
0-19,2023-01-22,6814291,2271
0-19,2023-01-23,6815438,1147
0-19,2023-01-24,6817153,1715
0-19,2023-01-25,6819892,2739
0-19,2023-01-26,6824601,4709
0-19,2023-01-27,6829099,4498
0-19,2023-01-28,6832494,3395
0-19,2023-01-29,6835223,2729
0-19,2023-01-30,6836427,1204
0-19,2023-01-31,6839182,2755
0-19,2023-02-01,6841909,2727
0-19,2023-02-02,6844301,2392
0-19,2023-02-03,13692916,2157
0-19,2023-02-04,6848595,2137
0-19,2023-02-05,6850731,2136
0-19,2023-02-06,6851744,1013
0-19,2023-02-07,6854086,2342
0-19,2023-02-08,6856726,2640
0-19,2023-02-09,6859008,2282
0-19,2023-02-10,6861109,2101
0-19,2023-02-11,6863004,1895
0-19,2023-02-12,6864864,1860
0-19,2023-02-13,6865737,873
0-19,2023-02-14,6867839,2102
0-19,2023-02-15,20610087,2190
0-19,2023-02-16,6871814,1785
0-19,2023-02-17,6873565,1751
0-19,2023-02-18,6875185,1620
0-19,2023-02-19,6876624,1439
0-19,2023-02-20,6877343,719
0-19,2023-02-21,6878899,1556
0-19,2023-02-22,6880596,1697
0-19,2023-02-23,6882174,1578
0-19,2023-02-24,6883545,1371
0-19,2023-02-25,6884843,1298
0-19,2023-02-26,6886068,1225
0-19,2023-02-27,6886719,651
0-19,2023-02-28,6888096,1377
0-19,2023-03-01,6889761,1665
0-19,2023-03-02,6891015,1254
0-19,2023-03-03,13786494,3029
0-19,2023-03-04,6894044,1594
0-19,2023-03-06,20688434,2705
0-19,2023-03-07,6898551,2634
0-19,2023-03-08,6900895,2344
0-19,2023-03-09,6902962,2067
0-19,2023-03-10,6905192,2230
0-19,2023-03-11,6907383,2191
0-19,2023-03-13,13820075,3194
0-19,2023-03-14,6913407,3909
0-19,2023-03-15,6916236,2829
0-19,2023-03-16,6918614,2378
0-19,2023-03-17,6920711,2097
0-19,2023-03-18,6922966,2255
0-19,2023-03-20,20777090,3073
0-19,2023-03-21,6928961,3232
0-19,2023-03-22,6932008,3047
0-19,2023-03-23,6934423,2415
0-19,2023-03-24,6936721,2298
0-19,2023-03-25,6939040,2319
0-19,2023-03-26,6940955,1915
0-19,2023-03-27,6941931,976
0-19,2023-03-28,6944479,2548
0-19,2023-03-29,6947229,2750
0-19,2023-03-30,6949359,2130
0-19,2023-03-31,6951302,1943
0-19,2023-04-01,6953241,1939
0-19,2023-04-03,6955758,2517
0-19,2023-04-04,6958185,2427
0-19,2023-04-05,6960749,2564
0-19,2023-04-06,6962726,1977
0-19,2023-04-07,6964409,1683
0-19,2023-04-08,6965961,1552
0-19,2023-04-09,6967443,1482
0-19,2023-04-10,6968098,655
0-19,2023-04-11,6970062,1964
0-19,2023-04-12,6972223,2161
0-19,2023-04-13,6974056,1833
0-19,2023-04-14,6975738,1682
0-19,2023-04-15,6977342,1604
0-19,2023-04-16,6978737,1395
0-19,2023-04-17,6979569,832
0-19,2023-04-18,6981762,2193
0-19,2023-04-19,6984095,2333
0-19,2023-04-20,6986083,1988
0-19,2023-04-21,6988023,1940
0-19,2023-04-22,6989941,1918
0-19,2023-04-23,6991583,1642
0-19,2023-04-24,6992343,760
0-19,2023-04-25,6994336,1993
0-19,2023-04-26,6996434,2098
0-19,2023-04-27,6998213,1779
0-19,2023-04-28,6999748,1535
0-19,2023-04-29,7001434,1686
0-19,2023-04-30,7003106,1672
0-19,2023-05-01,7003903,797
0-19,2023-05-02,7005934,2031
0-19,2023-05-03,7008445,2511
0-19,2023-05-04,7010833,2388
0-19,2023-05-05,7012998,2165
0-19,2023-05-08,7017895,4897
0-19,2023-05-09,7021177,3282
0-19,2023-05-10,7024642,3465
0-19,2023-05-11,7027783,3141
0-19,2023-05-12,7030844,3061
0-19,2023-05-13,7033798,2954
0-19,2023-05-14,7036477,2679
0-19,2023-05-15,7037769,1292
0-19,2023-05-16,7041679,3910
0-19,2023-05-17,7046213,4534
0-19,2023-05-18,7049597,3384
0-19,2023-05-19,7052787,3190
0-19,2023-05-20,7055684,2897
0-19,2023-05-22,7059662,3978
0-19,2023-05-23,7063507,3845
0-19,2023-05-24,7067647,4140
0-19,2023-05-25,7070717,3070
0-19,2023-05-26,7073652,2935
0-19,2023-05-27,7076640,2988
0-19,2023-05-30,7082119,5479
0-19,2023-05-31,7086176,4057
0-19,2023-06-01,7090024,3848
0-19,2023-06-02,7093022,2998
0-19,2023-06-03,7096037,3015
0-19,2023-06-04,7098439,2402
0-19,2023-06-05,7099665,1226
0-19,2023-06-06,7102430,2765
0-19,2023-06-07,14209214,2177
0-19,2023-06-08,7107613,3006
0-19,2023-06-09,7110715,3102
0-19,2023-06-12,7116315,5600
0-19,2023-06-13,7119417,3102
0-19,2023-06-14,7122614,3197
0-19,2023-06-15,7125199,2585
0-19,2023-06-16,7127850,2651
0-19,2023-06-17,7130735,2885
0-19,2023-06-18,7133227,2492
0-19,2023-06-19,7134468,1241
0-19,2023-06-20,7137836,3368
0-19,2023-06-21,7141599,3763
0-19,2023-06-22,7144525,2926
0-19,2023-06-23,7147381,2856
0-19,2023-06-24,7150368,2987
0-19,2023-06-25,7153251,2883
0-19,2023-06-26,7154693,1442
0-19,2023-06-27,7158447,3754
0-19,2023-06-28,7162229,3782
0-19,2023-06-29,7165351,3122
0-19,2023-06-30,14340561,6623
0-19,2023-07-01,7171974,0
0-19,2023-07-02,7174945,2971
0-19,2023-07-03,7176460,1515
0-19,2023-07-04,7181131,4671
0-19,2023-07-05,7186226,5095
0-19,2023-07-06,14380698,4123
0-19,2023-07-07,7194730,4381
0-19,2023-07-08,7199779,5049
0-19,2023-07-09,7203973,4194
0-19,2023-07-10,7205864,1891
0-19,2023-07-11,14418220,6492
0-19,2023-07-12,7219835,13971
0-19,2023-07-13,7225567,5732
0-19,2023-07-14,7231596,6029
0-19,2023-07-15,7238415,6819
0-19,2023-07-17,7246582,8167
0-19,2023-07-18,7255194,8612
0-19,2023-07-19,7264962,9768
0-19,2023-07-20,7271899,6937
0-19,2023-07-21,7278564,6665
0-19,2023-07-22,14571354,7119
0-19,2023-07-23,7292307,6636
0-19,2023-07-24,7295120,2813
0-19,2023-07-25,7300901,5781
0-19,2023-07-26,7307995,7094
0-19,2023-07-27,7313814,5819
0-19,2023-07-28,7319094,5280
0-19,2023-07-29,7323992,4898
0-19,2023-07-30,7328561,4569
20-49,2020-01-20,1,1
20-49,2020-01-21,1,0
20-49,2020-01-22,1,0
20-49,2020-01-23,1,0
20-49,2020-01-24,1,0
20-49,2020-01-25,1,0
20-49,2020-01-26,1,0
20-49,2020-01-27,1,0
20-49,2020-01-28,1,0
20-49,2020-01-29,1,0
20-49,2020-01-30,3,2
20-49,2020-01-31,5,2
20-49,2020-02-01,6,1
20-49,2020-02-02,9,3
20-49,2020-02-03,9,0
20-49,2020-02-04,10,1
20-49,2020-02-05,14,4
20-49,2020-02-06,16,2
20-49,2020-02-07,16,0
20-49,2020-02-08,16,0
20-49,2020-02-09,17,1
20-49,2020-02-10,18,1
20-49,2020-02-11,18,0
20-49,2020-02-12,18,0
20-49,2020-02-13,18,0
20-49,2020-02-14,18,0
20-49,2020-02-15,18,0
20-49,2020-02-16,18,0
20-49,2020-02-17,18,0
20-49,2020-02-18,18,0
20-49,2020-02-19,33,15
20-49,2020-02-20,42,9
20-49,2020-02-21,82,40
20-49,2020-02-22,153,71
20-49,2020-02-23,264,111
20-49,2020-02-24,376,112
20-49,2020-02-25,453,77
20-49,2020-02-26,595,142
20-49,2020-02-27,870,275
20-49,2020-02-28,1109,239
20-49,2020-02-29,1653,544
20-49,2020-03-01,2000,347
20-49,2020-03-02,2376,376
20-49,2020-03-03,2709,333
20-49,2020-03-04,2999,290
20-49,2020-03-05,3234,235
20-49,2020-03-06,3458,224
20-49,2020-03-07,3699,241
